respondiente_id,pregunta_id,pregunta,respuesta,genero,edad_rango,localidad_residencia
NNA005,P16,¿Cómo llegas al colegio o liceo?,En transporte escolar,Hombre,6 a 12,ROSARIO
NNA005,P17,¿Te sientes seguro/a en tu barrio?,Poco seguro/a,Hombre,6 a 12,ROSARIO
NNA005,P18,¿Qué lugares visitas más en tu comuna?,Canchas,Hombre,6 a 12,ROSARIO
NNA005,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Las actividades,Hombre,6 a 12,ROSARIO
NNA005,P20,¿Qué problemas o cosas negativas notas donde vives?,Mal estado de calles,Hombre,6 a 12,ROSARIO
NNA005,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Hombre,6 a 12,ROSARIO
NNA005,P22,¿Participas en actividades del municipio o tu colegio?,A veces,Hombre,6 a 12,ROSARIO
NNA005,P23,¿Dónde te gusta pasar tu tiempo libre?,En la plaza o parque,Hombre,6 a 12,ROSARIO
NNA005,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Hombre,6 a 12,ROSARIO
NNA005,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,3.0,Hombre,6 a 12,ROSARIO
NNA005,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Con menos gente,Hombre,6 a 12,ROSARIO
NNA005,P27,¿Dónde jugabas cuando eras pequeño/a?,En el patio de mi casa,Hombre,6 a 12,ROSARIO
NNA005,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Mama,Hombre,6 a 12,ROSARIO
NNA005,P29,¿Qué cosas te hacían feliz antes?,Juegos,Hombre,6 a 12,ROSARIO
NNA005,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Basura,Hombre,6 a 12,ROSARIO
NNA005,P31,¿Participabas en actividades escolares o municipales?,A veces,Hombre,6 a 12,ROSARIO
NNA005,P32,¿Qué lugares de Rengo te gustaban más antes?,Plazas,Hombre,6 a 12,ROSARIO
NNA005,P33,¿Qué cambios has notado desde entonces?,Menos áreas verdes,Hombre,6 a 12,ROSARIO
NNA005,P34,¿Crees que tu barrio cambió para mejor o peor?,Igual,Hombre,6 a 12,ROSARIO
NNA005,P35,¿Qué recuerdos bonitos guardas de antes?,Juegos con amigos/as,Hombre,6 a 12,ROSARIO
NNA005,P36,¿Qué sientes al ver esta imagen?,"Sería bonito, si fuese real.",Hombre,6 a 12,ROSARIO
NNA005,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Con más cultura,Hombre,6 a 12,ROSARIO
NNA005,P38,¿Qué espacios nuevos te gustaría tener cerca?,Centros juveniles,Hombre,6 a 12,ROSARIO
NNA005,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Deportes,Hombre,6 a 12,ROSARIO
NNA005,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bicicleta eléctrica,Hombre,6 a 12,ROSARIO
NNA005,P41,¿Cómo imaginas tu barrio ideal?,Amigable,Hombre,6 a 12,ROSARIO
NNA005,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Cultura,Hombre,6 a 12,ROSARIO
NNA005,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Apoyar proyectos escolares,Hombre,6 a 12,ROSARIO
NNA005,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?","Crear instancias de talleres para llegar a los jóvenes, para potenciar sus talentos y sea artístico, deporte, ciencias entre otros . crer becas o ayud",Hombre,6 a 12,ROSARIO
NNA005,P45,¿Te gustaría participar en proyectos comunales?,Sí,Hombre,6 a 12,ROSARIO
NNA005,P45,¿Te gustaría participar en proyectos comunales?,en mi colegio,Hombre,6 a 12,ROSARIO
NNA005,P46,¿Qué sueño tienes para Rengo en 10 años?,Más participativo,Hombre,6 a 12,ROSARIO
NNA006,P00,Marca temporal,2025-10-23 13:17:56.730000,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P01,Nombre Completo,Dylan Eduardo Enrique Castro Guerrero,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P02,Género,Hombre,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P03,Seleccione su Rango de edad,18 a 20,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P04,¿En qué sector o localidad de Rengo resides actualmente?,RINCONADA DE MALAMBO,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P05,Sector/Barrio/Villa donde vives:  ,Villa Alto San martín,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Liceo Industrial de Rengo,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Débil,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Rara Vez,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Salud y bienestar,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Cultura,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),deporte y recreación,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Innovación y transformación digital,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P10,¿Compartes con tus vecinos en actividades recreativas?,Sí,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,"Sí, varias veces",Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Peleas físicas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Profesor/a o inspector/a,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P14,¿Te sientes seguro/a al caminar por tu barrio?,Nada seguro/a,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Consumo de alcohol o drogas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P16,¿Cómo llegas al colegio o liceo?,A pie,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P17,¿Te sientes seguro/a en tu barrio?,Poco seguro/a,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Mis amigos/as,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P20,¿Qué problemas o cosas negativas notas donde vives?,Ruido o peleas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P22,¿Participas en actividades del municipio o tu colegio?,A veces,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P23,¿Dónde te gusta pasar tu tiempo libre?,En la plaza o parque,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,2.0,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P27,¿Dónde jugabas cuando eras pequeño/a?,En la calle,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con amigos/as,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P29,¿Qué cosas te hacían feliz antes?,Juegos,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Pocas plazas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P31,¿Participabas en actividades escolares o municipales?,A veces,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P32,¿Qué lugares de Rengo te gustaban más antes?,Parques,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P33,¿Qué cambios has notado desde entonces?,Más casas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P34,¿Crees que tu barrio cambió para mejor o peor?,Para peor,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P35,¿Qué recuerdos bonitos guardas de antes?,Juegos con amigos/as,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P36,¿Qué sientes al ver esta imagen?,Una gran mejora,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más segura,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P38,¿Qué espacios nuevos te gustaría tener cerca?,Canchas,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Deportes,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bicicleta eléctrica,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P41,¿Cómo imaginas tu barrio ideal?,Seguro,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Deportes,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?",ESCUCHAR A LOS JOVENES Y SEGUIR MEJORANDO RENGO,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P45,¿Te gustaría participar en proyectos comunales?,Sí,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P45,¿Te gustaría participar en proyectos comunales?,en la municipalidad,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA006,P46,¿Qué sueño tienes para Rengo en 10 años?,Más moderno,Hombre,18 a 20,RINCONADA DE MALAMBO
NNA007,P00,Marca temporal,2025-10-23 13:56:25.183000,Mujer,14 a 18,RENGO URBANO
NNA007,P01,Nombre Completo,Pascale Isabella Rojo Quezada,Mujer,14 a 18,RENGO URBANO
NNA007,P02,Género,Mujer,Mujer,14 a 18,RENGO URBANO
NNA007,P03,Seleccione su Rango de edad,14 a 18,Mujer,14 a 18,RENGO URBANO
NNA007,P04,¿En qué sector o localidad de Rengo resides actualmente?,RENGO URBANO,Mujer,14 a 18,RENGO URBANO
NNA007,P05,Sector/Barrio/Villa donde vives:  ,Hacienda Los Montes,Mujer,14 a 18,RENGO URBANO
NNA007,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Colegio Antilen,Mujer,14 a 18,RENGO URBANO
NNA007,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Débil,Mujer,14 a 18,RENGO URBANO
NNA007,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Rara Vez,Mujer,14 a 18,RENGO URBANO
NNA007,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Medio ambiente y sustentabilidad,Mujer,14 a 18,RENGO URBANO
NNA007,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Participación ciudadana y transparencia,Mujer,14 a 18,RENGO URBANO
NNA007,P10,¿Compartes con tus vecinos en actividades recreativas?,No,Mujer,14 a 18,RENGO URBANO
NNA007,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Rara vez,Mujer,14 a 18,RENGO URBANO
NNA007,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Aislamiento o exclusión,Mujer,14 a 18,RENGO URBANO
NNA007,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Profesor/a o inspector/a,Mujer,14 a 18,RENGO URBANO
NNA007,P14,¿Te sientes seguro/a al caminar por tu barrio?,Muy seguro/a,Mujer,14 a 18,RENGO URBANO
NNA007,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,En mi barrio todos vivimos muy calmados,Mujer,14 a 18,RENGO URBANO
NNA007,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,por lo que nunca suelo ver estos problemas al salir.,Mujer,14 a 18,RENGO URBANO
NNA007,P16,¿Cómo llegas al colegio o liceo?,En auto particular,Mujer,14 a 18,RENGO URBANO
NNA007,P17,¿Te sientes seguro/a en tu barrio?,No lo sé / No salgo mucho,Mujer,14 a 18,RENGO URBANO
NNA007,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Mujer,14 a 18,RENGO URBANO
NNA007,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,La tranquilidad,Mujer,14 a 18,RENGO URBANO
NNA007,P20,¿Qué problemas o cosas negativas notas donde vives?,Pocas áreas verdes,Mujer,14 a 18,RENGO URBANO
NNA007,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Mujer,14 a 18,RENGO URBANO
NNA007,P22,¿Participas en actividades del municipio o tu colegio?,A veces,Mujer,14 a 18,RENGO URBANO
NNA007,P23,¿Dónde te gusta pasar tu tiempo libre?,En casa,Mujer,14 a 18,RENGO URBANO
NNA007,P24,¿Qué tanto te sientes escuchado/a por los adultos?,Casi nunca,Mujer,14 a 18,RENGO URBANO
NNA007,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,4.0,Mujer,14 a 18,RENGO URBANO
NNA007,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,No lo recuerdo,Mujer,14 a 18,RENGO URBANO
NNA007,P27,¿Dónde jugabas cuando eras pequeño/a?,En la plaza,Mujer,14 a 18,RENGO URBANO
NNA007,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con familia,Mujer,14 a 18,RENGO URBANO
NNA007,P29,¿Qué cosas te hacían feliz antes?,Juegos,Mujer,14 a 18,RENGO URBANO
NNA007,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Falta de actividades,Mujer,14 a 18,RENGO URBANO
NNA007,P31,¿Participabas en actividades escolares o municipales?,A veces,Mujer,14 a 18,RENGO URBANO
NNA007,P32,¿Qué lugares de Rengo te gustaban más antes?,Parques,Mujer,14 a 18,RENGO URBANO
NNA007,P33,¿Qué cambios has notado desde entonces?,Menos áreas verdes,Mujer,14 a 18,RENGO URBANO
NNA007,P34,¿Crees que tu barrio cambió para mejor o peor?,Para mejor,Mujer,14 a 18,RENGO URBANO
NNA007,P35,¿Qué recuerdos bonitos guardas de antes?,Familia,Mujer,14 a 18,RENGO URBANO
NNA007,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más verde y ecológica,Mujer,14 a 18,RENGO URBANO
NNA007,P38,¿Qué espacios nuevos te gustaría tener cerca?,Cafeterías o cines,Mujer,14 a 18,RENGO URBANO
NNA007,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Arte,Mujer,14 a 18,RENGO URBANO
NNA007,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Tren,Mujer,14 a 18,RENGO URBANO
NNA007,P41,¿Cómo imaginas tu barrio ideal?,Verde,Mujer,14 a 18,RENGO URBANO
NNA007,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Medioambiente,Mujer,14 a 18,RENGO URBANO
NNA007,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Apoyar proyectos escolares,Mujer,14 a 18,RENGO URBANO
NNA007,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?","Crearía más ciclovías en ciertas calles más habitadas/públicas, y construiría más sedes donde se puedan realizar actividades.",Mujer,14 a 18,RENGO URBANO
NNA007,P45,¿Te gustaría participar en proyectos comunales?,Sí,Mujer,14 a 18,RENGO URBANO
NNA007,P45,¿Te gustaría participar en proyectos comunales?,en mi barrio,Mujer,14 a 18,RENGO URBANO
NNA007,P46,¿Qué sueño tienes para Rengo en 10 años?,Más moderno,Mujer,14 a 18,RENGO URBANO
NNA008,P00,Marca temporal,2025-10-23 15:37:54.927000,Hombre,12 a 14,RENGO URBANO
NNA008,P01,Nombre Completo,Benjamin Andrés fuenzalida Mora,Hombre,12 a 14,RENGO URBANO
NNA008,P02,Género,Hombre,Hombre,12 a 14,RENGO URBANO
NNA008,P03,Seleccione su Rango de edad,12 a 14,Hombre,12 a 14,RENGO URBANO
NNA008,P04,¿En qué sector o localidad de Rengo resides actualmente?,RENGO URBANO,Hombre,12 a 14,RENGO URBANO
NNA008,P05,Sector/Barrio/Villa donde vives:  ,Las torres,Hombre,12 a 14,RENGO URBANO
NNA008,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Escuela Vicente Huidobro,Hombre,12 a 14,RENGO URBANO
NNA008,P07,¿Cómo describirías el sentido de identidad local en Rengo?,Fuerte,Hombre,12 a 14,RENGO URBANO
NNA008,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Rara Vez,Hombre,12 a 14,RENGO URBANO
NNA008,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Seguridad pública y orden,Hombre,12 a 14,RENGO URBANO
NNA008,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Cultura,Hombre,12 a 14,RENGO URBANO
NNA008,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),deporte y recreación,Hombre,12 a 14,RENGO URBANO
NNA008,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Medio ambiente y sustentabilidad,Hombre,12 a 14,RENGO URBANO
NNA008,P10,¿Compartes con tus vecinos en actividades recreativas?,No,Hombre,12 a 14,RENGO URBANO
NNA008,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Nunca,Hombre,12 a 14,RENGO URBANO
NNA008,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Aislamiento o exclusión,Hombre,12 a 14,RENGO URBANO
NNA008,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,Profesor/a o inspector/a,Hombre,12 a 14,RENGO URBANO
NNA008,P14,¿Te sientes seguro/a al caminar por tu barrio?,Algo seguro/a,Hombre,12 a 14,RENGO URBANO
NNA008,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Presencia de pandillas o delincuencia,Hombre,12 a 14,RENGO URBANO
NNA008,P16,¿Cómo llegas al colegio o liceo?,A pie,Hombre,12 a 14,RENGO URBANO
NNA008,P17,¿Te sientes seguro/a en tu barrio?,Algo seguro/a,Hombre,12 a 14,RENGO URBANO
NNA008,P18,¿Qué lugares visitas más en tu comuna?,Canchas,Hombre,12 a 14,RENGO URBANO
NNA008,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,Mis amigos/as,Hombre,12 a 14,RENGO URBANO
NNA008,P20,¿Qué problemas o cosas negativas notas donde vives?,Inseguridad,Hombre,12 a 14,RENGO URBANO
NNA008,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Sucio,Hombre,12 a 14,RENGO URBANO
NNA008,P22,¿Participas en actividades del municipio o tu colegio?,"Sí, frecuentemente",Hombre,12 a 14,RENGO URBANO
NNA008,P23,¿Dónde te gusta pasar tu tiempo libre?,En casa,Hombre,12 a 14,RENGO URBANO
NNA008,P24,¿Qué tanto te sientes escuchado/a por los adultos?,Siempre,Hombre,12 a 14,RENGO URBANO
NNA008,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,3.0,Hombre,12 a 14,RENGO URBANO
NNA008,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Hombre,12 a 14,RENGO URBANO
NNA008,P27,¿Dónde jugabas cuando eras pequeño/a?,En el patio de mi casa,Hombre,12 a 14,RENGO URBANO
NNA008,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con amigos/as,Hombre,12 a 14,RENGO URBANO
NNA008,P29,¿Qué cosas te hacían feliz antes?,Naturaleza,Hombre,12 a 14,RENGO URBANO
NNA008,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Peligro o inseguridad,Hombre,12 a 14,RENGO URBANO
NNA008,P31,¿Participabas en actividades escolares o municipales?,Sí,Hombre,12 a 14,RENGO URBANO
NNA008,P32,¿Qué lugares de Rengo te gustaban más antes?,Canchas,Hombre,12 a 14,RENGO URBANO
NNA008,P33,¿Qué cambios has notado desde entonces?,Más autos,Hombre,12 a 14,RENGO URBANO
NNA008,P34,¿Crees que tu barrio cambió para mejor o peor?,Igual,Hombre,12 a 14,RENGO URBANO
NNA008,P35,¿Qué recuerdos bonitos guardas de antes?,Familia,Hombre,12 a 14,RENGO URBANO
NNA008,P36,¿Qué sientes al ver esta imagen?,Alegría y tranquilidad por las cosas positivas,Hombre,12 a 14,RENGO URBANO
NNA008,P37,¿Cómo te gustaría que fuera tu comuna en el futuro?,Más segura,Hombre,12 a 14,RENGO URBANO
NNA008,P38,¿Qué espacios nuevos te gustaría tener cerca?,Ciclovías,Hombre,12 a 14,RENGO URBANO
NNA008,P39,¿Qué actividades te gustaría que existieran para jóvenes?,Deportes,Hombre,12 a 14,RENGO URBANO
NNA008,P40,¿Qué tipo de transporte te gustaría usar en el futuro?,Bus gratuito,Hombre,12 a 14,RENGO URBANO
NNA008,P41,¿Cómo imaginas tu barrio ideal?,Seguro,Hombre,12 a 14,RENGO URBANO
NNA008,P42,¿En qué temas te gustaría ayudar a mejorar tu comuna?,Seguridad,Hombre,12 a 14,RENGO URBANO
NNA008,P43,¿Qué mensaje le darías al Alcalde o Concejo Municipal?,Escuchar a los jóvenes,Hombre,12 a 14,RENGO URBANO
NNA008,P44,"Si fueras Alcalde/sa, ¿Qué harías primero?",Mejorar la seguridad,Hombre,12 a 14,RENGO URBANO
NNA008,P45,¿Te gustaría participar en proyectos comunales?,Sí,Hombre,12 a 14,RENGO URBANO
NNA008,P45,¿Te gustaría participar en proyectos comunales?,en mi colegio,Hombre,12 a 14,RENGO URBANO
NNA008,P46,¿Qué sueño tienes para Rengo en 10 años?,Más unido,Hombre,12 a 14,RENGO URBANO
NNA009,P00,Marca temporal,2025-10-23 15:57:36.691000,Mujer,12 a 14,RENGO URBANO
NNA009,P01,Nombre Completo,Katherin Alessandra Jara Pizarro,Mujer,12 a 14,RENGO URBANO
NNA009,P02,Género,Mujer,Mujer,12 a 14,RENGO URBANO
NNA009,P03,Seleccione su Rango de edad,12 a 14,Mujer,12 a 14,RENGO URBANO
NNA009,P04,¿En qué sector o localidad de Rengo resides actualmente?,RENGO URBANO,Mujer,12 a 14,RENGO URBANO
NNA009,P05,Sector/Barrio/Villa donde vives:  ,Villa los abedules,Mujer,12 a 14,RENGO URBANO
NNA009,P06,¿A qué Colegio/Liceo asiste o asistió en el último periodo?,Escuela Vicente Huidobro,Mujer,12 a 14,RENGO URBANO
NNA009,P07,¿Cómo describirías el sentido de identidad local en Rengo?,No lo sé,Mujer,12 a 14,RENGO URBANO
NNA009,P08,"¿Perteneces y/o participas en Agrupaciones Comunitarios, Culturales, Deportivas?",Rara Vez,Mujer,12 a 14,RENGO URBANO
NNA009,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Seguridad pública y orden,Mujer,12 a 14,RENGO URBANO
NNA009,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Participación ciudadana y transparencia,Mujer,12 a 14,RENGO URBANO
NNA009,P09,¿Qué áreas debería priorizar el nuevo Plan de Desarrollo Comunal (PLADECO) 2025–2035? (Selecciona hasta tres),Inclusión social y equidad de género,Mujer,12 a 14,RENGO URBANO
NNA009,P10,¿Compartes con tus vecinos en actividades recreativas?,Rara vez,Mujer,12 a 14,RENGO URBANO
NNA009,P11,¿Has visto o vivido situaciones de violencia en tu colegio?,Nunca,Mujer,12 a 14,RENGO URBANO
NNA009,P12,¿Qué tipo de situaciones se presentan con más frecuencia?,Aislamiento o exclusión,Mujer,12 a 14,RENGO URBANO
NNA009,P13,¿A quién acudirías si sufres o ves una situación de violencia escolar?,No sabría a quién acudir,Mujer,12 a 14,RENGO URBANO
NNA009,P14,¿Te sientes seguro/a al caminar por tu barrio?,Algo seguro/a,Mujer,12 a 14,RENGO URBANO
NNA009,P15,¿Qué situaciones te hacen sentir inseguro/a en tu barrio?,Presencia de pandillas o delincuencia,Mujer,12 a 14,RENGO URBANO
NNA009,P16,¿Cómo llegas al colegio o liceo?,En micro,Mujer,12 a 14,RENGO URBANO
NNA009,P17,¿Te sientes seguro/a en tu barrio?,Algo seguro/a,Mujer,12 a 14,RENGO URBANO
NNA009,P18,¿Qué lugares visitas más en tu comuna?,Plazas o parques,Mujer,12 a 14,RENGO URBANO
NNA009,P19,¿Qué cosas te hacen sentir feliz en tu barrio o comuna?,La tranquilidad,Mujer,12 a 14,RENGO URBANO
NNA009,P20,¿Qué problemas o cosas negativas notas donde vives?,Falta de actividades,Mujer,12 a 14,RENGO URBANO
NNA009,P21,¿Cómo calificas la limpieza y orden de tu barrio?,Aceptable,Mujer,12 a 14,RENGO URBANO
NNA009,P22,¿Participas en actividades del municipio o tu colegio?,A veces,Mujer,12 a 14,RENGO URBANO
NNA009,P23,¿Dónde te gusta pasar tu tiempo libre?,En casa,Mujer,12 a 14,RENGO URBANO
NNA009,P24,¿Qué tanto te sientes escuchado/a por los adultos?,A veces,Mujer,12 a 14,RENGO URBANO
NNA009,P25,¿Qué calificación le pondrías a tu comuna como lugar para vivir?,2.0,Mujer,12 a 14,RENGO URBANO
NNA009,P26,¿Cómo era tu barrio cuando eras más pequeño/a?,Más tranquilo,Mujer,12 a 14,RENGO URBANO
NNA009,P27,¿Dónde jugabas cuando eras pequeño/a?,En la calle,Mujer,12 a 14,RENGO URBANO
NNA009,P28,¿Con quién pasabas más tiempo cuando eras niño/a?,Con amigos/as,Mujer,12 a 14,RENGO URBANO
NNA009,P29,¿Qué cosas te hacían feliz antes?,Juegos,Mujer,12 a 14,RENGO URBANO
NNA009,P30,¿Qué cosas no te gustaban cuando eras pequeño/a?,Falta de actividades,Mujer,12 a 14,RENGO URBANO
NNA009,P31,¿Participabas en actividades escolares o municipales?,A veces,Mujer,12 a 14,RENGO URBANO
NNA009,P32,¿Qué lugares de Rengo te gustaban más antes?,Parques,Mujer,12 a 14,RENGO URBANO
NNA009,P33,¿Qué cambios has notado desde entonces?,Más contaminación,Mujer,12 a 14,RENGO URBANO
NNA009,P34,¿Crees que tu barrio cambió para mejor o peor?,Para mejor,Mujer,12 a 14,RENGO URBANO
NNA009,P35,¿Qué recuerdos bonitos guardas de antes?,Juegos con amigos/as,Mujer,12 a 14,RENGO URBANO
NNA009,P36,¿Qué sientes al ver esta imagen?,Que es un lugar tranquilo,Mujer,12 a 14,RENGO URBANO
